Puesto,Empresa,Ubicación,Link
Analista de importaciones (Villa Ballester),Confidencial,"Villa Ballester, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-importaciones-villa-ballester-1117858310.html
"Planchero hamburgueseria, ayudante de cocina - Turno noche con experiencia",Aike Burger,"Haedo, Buenos Aires",https://www.bumeran.com.ar/empleos/planchero-hamburgueseria-ayudante-de-cocina-turno-noche-con-experiencia-aike-burger-1117858309.html
COCINERA/O PARA RESIDENCIA GERIATRICA,Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/cocinera-o-para-residencia-geriatrica-1117858276.html
Ejecutivo de Ventas Zona San Martin,ceta Capital Humano,"San Martin, Buenos Aires",https://www.bumeran.com.ar/empleos/ejecutivo-de-ventas-zona-san-martin-ceta-capital-humano-1117858268.html
Gerente Administrativo/a,Empresa Gastronómica,"Villa Lynch, Buenos Aires",https://www.bumeran.com.ar/empleos/gerente-administrativo-a-empresa-gastronomica-1117858236.html
Maquinista Flexográfico zona Avellaneda,Grupo Gestión,"Avellaneda, Buenos Aires",https://www.bumeran.com.ar/empleos/maquinista-flexografico-zona-avellaneda-grupo-gestion-1117858200.html
Jefe de producción,Adecco - Permanent Talent,"Empalme Villa Constitución, Santa Fe",https://www.bumeran.com.ar/empleos/jefe-de-produccion-adecco-permanent-talent-1117858056.html
Analista de comercio exterior - General Rodriguez,Adecco - Permanent Talent,"General Rodríguez, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-comercio-exterior-general-rodriguez-adecco-permanent-talent-1117858010.html
Jefe de producción - Empalme,Adecco - Permanent Talent,"San Nicolás de Los Arroyos, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-produccion-empalme-adecco-permanent-talent-1117857992.html
Ejecutivos/as comerciales (Zona sur),Manpower,"Lomas de Zamora, Buenos Aires",https://www.bumeran.com.ar/empleos/ejecutivos-as-comerciales-zona-sur-manpower-1117857809.html
Ejecutivos/as comerciales Belgrano,Manpower,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/ejecutivos-as-comerciales-belgrano-manpower-1117857804.html
Gerente Comercial Regional,Randstad Argentina,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/gerente-comercial-regional-randstad-argentina-1117857783.html
Creador/a de Contenido Digital - Eventual,Adecco Argentina -Región Office,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/creador-a-de-contenido-digital-eventual-adecco-argentina-region-office-1117857731.html
"Vendedor de motores, zona Lomas de Zamora",ROAN Consultora,"Lomas de Zamora, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-de-motores-zona-lomas-de-zamora-roan-consultora-1117857660.html
Abogado/a Sr,CAPITALENT - Executive Search,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/abogado-a-sr-capitalent-executive-search-1117857562.html
ANALISTA DE COMERCIO EXTERIOR / INTERNACIONAL,Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-comercio-exterior-internacional-1117857448.html
Gerente de Local Gastronómico,Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/gerente-de-local-gastronomico-1117857413.html
Analista para Marketing de Contenidos,Persat,"Sáenz Pena, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-para-marketing-de-contenidos-persat-1117857266.html
Analista para Marketing de Contenidos,Persat,"Sáenz Pena, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-para-marketing-de-contenidos-persat-1117857262.html
OPERARIO DE LIMPIEZA CABA (BELGRANO-CHACARITA-VILLA CRESPO-RETIRO),Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/operario-de-limpieza-caba-belgrano-chacarita-villa-crespo-retiro-1117857217.html
Supervisor / Jefe (a) de Área de Planificación y Procesos.,Grupo Gestión,"Zarate, Buenos Aires",https://www.bumeran.com.ar/empleos/supervisor-jefe-a-de-area-de-planificacion-y-procesos.-grupo-gestion-1117857042.html
Vendedor de seguros- Part time- Córdoba,Manpower,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/vendedor-de-seguros-part-time-cordoba-manpower-1117857041.html
Vendedor de seguros- Part time- Córdoba,Manpower,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/vendedor-de-seguros-part-time-cordoba-manpower-1117857040.html
Administrativo/a Contable,Suevia Pasteleria Panaderia,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/administrativo-a-contable-suevia-pasteleria-panaderia-1117856786.html
Asesor técnico comercial (Química /Farmacia ),BAYTON,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asesor-tecnico-comercial-quimica-farmacia--bayton-1117856671.html
Supervisor de Mantenimiento,INDUS,"Ezeiza, Buenos Aires",https://www.bumeran.com.ar/empleos/supervisor-de-mantenimiento-indus-1117856593.html
ENCARGADA/O SUPERMERCADO DIA CABA Y GBA,SeN Srl,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/encargada-o-supermercado-dia-caba-y-gba-sen-srl-1117856540.html
Ejecutiva/o de Cuentas (Córdoba) Req194142 (Eventual),Manpower,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/ejecutiva-o-de-cuentas-cordoba-req194142-eventual-manpower-1117856503.html
Inyector plástico,Suministra,"Grand Bourg, Buenos Aires",https://www.bumeran.com.ar/empleos/inyector-plastico-suministra-1117856474.html
Jóvenes Técnicos,Adecco -RPO,"General Pacheco, Buenos Aires",https://www.bumeran.com.ar/empleos/jovenes-tecnicos-adecco-rpo-1117856471.html
Técnico de Servicios - Mar Del Plata,Sullair Argentina S.A.,"Mar del Plata, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-de-servicios-mar-del-plata-sullair-argentina-s.a.-1117856353.html
Técnico de Servicios - Buenos Aires - Campana,Sullair Argentina S.A.,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-de-servicios-buenos-aires-campana-sullair-argentina-s.a.-1117856351.html
584SI Técnico Mecánico/Electromecánico – Mantenimiento Industrial - El Talar de Pacheco,CONA CONSULTORES EN RRHH,"General Pacheco, Buenos Aires",https://www.bumeran.com.ar/empleos/584si-tecnico-mecanico-electromecanico--mantenimiento-industrial-el-talar-de-pacheco-cona-consultores-en-rrhh-1117856344.html
Analista de Inventario (Córdoba) - Req194848 - Eventual,Manpower,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/analista-de-inventario-cordoba-req194848-eventual-manpower-1117856311.html
Técnico Electromecánico,Sunra Vehículos Eléctricos,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-electromecanico-sunra-vehiculos-electricos-1117856309.html
Técnico Calificado - Con Experiencia en Maquinaria Vial,PARANA MAQUINARIAS SRL,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/tecnico-calificado-con-experiencia-en-maquinaria-vial-parana-maquinarias-srl-1117856230.html
Técnico Químico para sector de Ectoparasitícidas (Eventual) Monte Grande (req194623),Manpower,"Monte Grande, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-quimico-para-sector-de-ectoparasiticidas-eventual-monte-grande-req194623-manpower-1117856150.html
SUB-ENCARGADO TIENDA DE TECNOLOGIA (SALTA),Gestion Compartida S.A.,"Salta, Salta",https://www.bumeran.com.ar/empleos/sub-encargado-tienda-de-tecnologia-salta-gestion-compartida-s.a.-1117856078.html
Supervisor Comercial,Consultora D'Amelio,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/supervisor-comercial-consultora-d'amelio-1117856076.html
Abogados junior,FORINO ABOGADOS,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/abogados-junior-forino-abogados-1117856070.html
Abogado junior,FORINO ABOGADOS,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/abogado-junior-forino-abogados-1117856036.html
Coordinador de Carga Nocturna,Frigorifico Villa Ruiz,"Luján, Buenos Aires",https://www.bumeran.com.ar/empleos/coordinador-de-carga-nocturna-frigorifico-villa-ruiz-1117855960.html
VENDEDOR (PYME METALURGICA),Consultora Theorema,"Lanús Oeste, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-pyme-metalurgica-consultora-theorema-1117855876.html
Asistente telefonica comercial y administrativa,Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asistente-telefonica-comercial-y-administrativa-1117855827.html
Analista de Atención al Cliente,Sullair Argentina S.A.,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-atencion-al-cliente-sullair-argentina-s.a.-1117855624.html
1272CC JEFE DE VENTAS | DISTRIBUIDORES | CONSUMO MASIVO | MOVILIDAD PROPIA | CABA,CONA CONSULTORES EN RRHH,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/1272cc-jefe-de-ventas-|-distribuidores-|-consumo-masivo-|-movilidad-propia-|-caba-cona-consultores-en-rrhh-1117855533.html
Vendedor Indumentaria (posición eventual),Adecco - Permanent Talent,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-indumentaria-posicion-eventual-adecco-permanent-talent-1117855327.html
Analista de Tesorería JR/SSR,Baires HR,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-tesoreria-jr-ssr-baires-hr-1117855266.html
Oficial de Mantenimiento,Sanatorio Colegiales,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/oficial-de-mantenimiento-sanatorio-colegiales-1117855252.html
Auditor Administrativo Ambulatorio,Swiss Medical,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/auditor-administrativo-ambulatorio-swiss-medical-1117855238.html
Responsable de Produccion,Confidencial,"Villa Ballester, Buenos Aires",https://www.bumeran.com.ar/empleos/responsable-de-produccion-1117796626.html
Agencia de Marketing Digital para Empresa de Productos,INDA Purificadores,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/agencia-de-marketing-digital-para-empresa-de-productos-inda-purificadores-1117749739.html
Adminstrativa de usados,FOREST CAR,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/adminstrativa-de-usados-forest-car-1117741512.html
Asesor comercial de 0km,AUTOTAG SA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asesor-comercial-de-0km-autotag-sa-1117689068.html
Técnico Mecánico,AUTOTAG SA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-mecanico-autotag-sa-1117562387.html
Vendedor/a de Seguros Automotores,AUTOTAG SA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-a-de-seguros-automotores-autotag-sa-1117531892.html
Vendedor de 0km (convencional),AUTOGEN S.A.,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-de-0km-convencional-autogen-s.a.-1117526575.html
Asesor de planes de ahorro,AUTOGEN S.A.,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asesor-de-planes-de-ahorro-autogen-s.a.-1117525828.html
Vendedor de planes de ahorro,FOREST CAR,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-de-planes-de-ahorro-forest-car-1117508513.html
OPERARIO DE PRODUCCION,Código Comunicación,"Villa María, Córdoba",https://www.bumeran.com.ar/empleos/operario-de-produccion-codigo-comunicacion-1117409430.html
Jefe Contable,AUTOTAG SA,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-contable-autotag-sa-1117213848.html
Vendedor/a de Accesorios (rubro automotriz),AUTOSPECIAL S A,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-a-de-accesorios-rubro-automotriz-autospecial-s-a-1117213158.html
Vendedor/a de planes de ahorro,AUTOTIGRE S.A.,"Tigre, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-a-de-planes-de-ahorro-autotigre-s.a.-1117158883.html
Analista de Impuestos,Manpower,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-impuestos-manpower-1117131815.html
Asesor comercial Plan Ovalo - FORD,AUTOSPECIAL S A,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asesor-comercial-plan-ovalo-ford-autospecial-s-a-1117118876.html
Vendedor de concesionario,FOREST CAR,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-de-concesionario-forest-car-1117004537.html
Asesor de Repuestos,FOREST CAR,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asesor-de-repuestos-forest-car-1116978930.html
Pasante Contabilidad - Administración,AUTOGEN S.A.,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/pasante-contabilidad-administracion-autogen-s.a.-1116974986.html
Analista Sr de Desarrollo de productos/ Category Manager,WE ARE CRITERIUM,"Martínez, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-sr-de-desarrollo-de-productos-category-manager-we-are-criterium-1116900721.html
Administrativo de Obras,Manpower,"General Rodríguez, Buenos Aires",https://www.bumeran.com.ar/empleos/administrativo-de-obras-manpower-1116838841.html
560BE Asesor Comercial y de Desarrollo de Mercado | INDUSTRIA FARMACÉUTICA | BUENOS AIRES,CONA CONSULTORES EN RRHH,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/560be-asesor-comercial-y-de-desarrollo-de-mercado-|-industria-farmaceutica-|-buenos-aires-cona-consultores-en-rrhh-1116782880.html
Chofer,Confidencial,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/chofer-1116772881.html
Operario Empresa Alimenticia,Confidencial,"La Tablada, Buenos Aires",https://www.bumeran.com.ar/empleos/operario-empresa-alimenticia-1116630475.html
AYUDANTE DE COCINA,d'oro italian bar,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/ayudante-de-cocina-d'oro-italian-bar-1116389370.html
Responsable Comercial Córdoba,SP Recursos Humanos,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/responsable-comercial-cordoba-sp-recursos-humanos-1117858272.html
Analista comercial - Presencial,SLC,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-comercial-presencial-slc-1117858165.html
Encargado de Obra (Maestro Mayor de Obras),SP Recursos Humanos,"Florida Oeste, Buenos Aires",https://www.bumeran.com.ar/empleos/encargado-de-obra-maestro-mayor-de-obras-sp-recursos-humanos-1117858104.html
Líder Técnico Appian,Grupo Myth,,https://www.bumeran.com.ar/empleos/lider-tecnico-appian-grupo-myth-1117857915.html
Encargada de local indumentaria,Dynamic Box HR consulting,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/encargada-de-local-indumentaria-dynamic-box-hr-consulting-1117857880.html
Ingeniero Eléctrico / Electromecánico (joven profesional - estudiante avanzado),SP Recursos Humanos,"Florida Oeste, Buenos Aires",https://www.bumeran.com.ar/empleos/ingeniero-electrico-electromecanico-joven-profesional-estudiante-avanzado-sp-recursos-humanos-1117857845.html
cajera subencargada,Dynamic Box HR consulting,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/cajera-subencargada-dynamic-box-hr-consulting-1117857840.html
SRE – DevOps Engineer - Remoto - 1526,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/sre--devops-engineer-remoto-1526-aliantec-1117857805.html
PHP Software engineer - Remoto - 1585,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/php-software-engineer-remoto-1585-aliantec-1117857803.html
Responsable Contable Financiero,Calabrese Consultores ®,"Quilmes, Buenos Aires",https://www.bumeran.com.ar/empleos/responsable-contable-financiero-calabrese-consultores--1117857689.html
Analista BI (Power BI) - Remoto - 1619,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-bi-power-bi-remoto-1619-aliantec-1117857657.html
Vendedor Web,CiclosRH Consulting,"La Lucila, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-web-ciclosrh-consulting-1117857652.html
vendedora experiencia en avellaneda,Dynamic Box HR consulting,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedora-experiencia-en-avellaneda-dynamic-box-hr-consulting-1117857611.html
Analista Técnico Funcional de Préstamos y Garantías - Mix (On Site & Remoto) - 1644,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-tecnico-funcional-de-prestamos-y-garantias-mix-on-site-remoto-1644-aliantec-1117857572.html
Vendedor Industrial - Oeste CABA,SPEEDWORK RRHH - www.speedwork.com.ar,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-industrial-oeste-caba-speedwork-rrhh-www.speedwork.com.ar-1117857564.html
Consultor/a Funcional Contador Ssr. - Mix (On Site & Remoto) - 1657,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/consultor-a-funcional-contador-ssr.-mix-on-site-remoto-1657-aliantec-1117857531.html
Sysadmin Linux - Mix (On Site & Remoto) - 1677,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/sysadmin-linux-mix-on-site-remoto-1677-aliantec-1117857486.html
Analista de Presupuestos,Confidencial,"Castelar, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-presupuestos-1117857418.html
Analista de Networking - Mix (On site - Remoto) - 1678,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-networking-mix-on-site-remoto-1678-aliantec-1117857417.html
Analista de Networking - Mix (On site - Remoto) - 1678,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-networking-mix-on-site-remoto-1678-aliantec-1117857411.html
Asistente de logística,CiclosRH Consulting,"Tigre, Buenos Aires",https://www.bumeran.com.ar/empleos/asistente-de-logistica-ciclosrh-consulting-1117857380.html
Analista de Expedición,Confidencial,"Pilar, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-expedicion-1117857371.html
SysAdmin Microsoft - Mix (On site - Remoto) - 1679,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/sysadmin-microsoft-mix-on-site-remoto-1679-aliantec-1117857334.html
SysAdmin Microsoft - Mix (On site - Remoto) - Rosario - 1679,Aliantec,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/sysadmin-microsoft-mix-on-site-remoto-rosario-1679-aliantec-1117857320.html
Analista Funcional Junior - On Site - Rosario - 1682,Aliantec,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/analista-funcional-junior-on-site-rosario-1682-aliantec-1117857298.html
SysAdmin - On Site - Rosario - 1684,Aliantec,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/sysadmin-on-site-rosario-1684-aliantec-1117857037.html
MLOPS - Remoto - 1687,Aliantec,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/mlops-remoto-1687-aliantec-1117856981.html
Jefe/a de IT - On site - Escobar - 1689,Aliantec,"Belén de Escobar, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-a-de-it-on-site-escobar-1689-aliantec-1117856916.html
Analista Funcional de Cash Management (Pasivas) - Mix (On Site & Remoto) - 1690,Aliantec,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-funcional-de-cash-management-pasivas-mix-on-site-remoto-1690-aliantec-1117856906.html
